D:\OneDrive\Êý¾Ý¼¯\Librispeech\train-clean-5
19\198\19-198-0025.flac	239200
19\198\19-198-0026.flac	215520
19\198\19-198-0027.flac	223200
19\198\19-198-0028.flac	231680
19\198\19-198-0029.flac	234800
19\198\19-198-0030.flac	185840
19\198\19-198-0031.flac	211440
19\198\19-198-0032.flac	235760
19\198\19-198-0033.flac	228880
19\198\19-198-0034.flac	266000
19\198\19-198-0035.flac	237200
19\198\19-198-0036.flac	253600
19\198\19-198-0037.flac	67840
1970\28415\1970-28415-0000.flac	211440
1970\28415\1970-28415-0001.flac	243360
1970\28415\1970-28415-0002.flac	143200
1970\28415\1970-28415-0003.flac	115920
1970\28415\1970-28415-0004.flac	253040
1970\28415\1970-28415-0005.flac	150400
1970\28415\1970-28415-0006.flac	250080
1970\28415\1970-28415-0007.flac	135520
1970\28415\1970-28415-0008.flac	194480
1970\28415\1970-28415-0009.flac	237120
1970\28415\1970-28415-0010.flac	221200
1970\28415\1970-28415-0011.flac	208800
1970\28415\1970-28415-0012.flac	248400
1970\28415\1970-28415-0013.flac	148320
1970\28415\1970-28415-0014.flac	227600
1970\28415\1970-28415-0015.flac	237200
1970\28415\1970-28415-0016.flac	240480
1970\28415\1970-28415-0017.flac	175040
1970\28415\1970-28415-0018.flac	158560
1970\28415\1970-28415-0019.flac	228480
1970\28415\1970-28415-0020.flac	226880
1970\28415\1970-28415-0021.flac	253360
1970\28415\1970-28415-0022.flac	247680
1970\28415\1970-28415-0023.flac	44480
1970\28415\1970-28415-0024.flac	221920
1970\28415\1970-28415-0025.flac	241680
1970\28415\1970-28415-0026.flac	216640
1970\28415\1970-28415-0027.flac	218720
1970\28415\1970-28415-0028.flac	237200
1970\28415\1970-28415-0029.flac	214080
1970\28415\1970-28415-0030.flac	77840
1970\28415\1970-28415-0031.flac	250000
1970\28415\1970-28415-0032.flac	238480
1970\28415\1970-28415-0033.flac	256400
1970\28415\1970-28415-0034.flac	108480
1970\28415\1970-28415-0035.flac	210240
1970\28415\1970-28415-0036.flac	229760
1970\28415\1970-28415-0037.flac	224560
1970\28415\1970-28415-0038.flac	218320
1970\28415\1970-28415-0039.flac	173520
2136\5147\2136-5147-0000.flac	201840
2136\5147\2136-5147-0001.flac	201360
2136\5147\2136-5147-0002.flac	227680
2136\5147\2136-5147-0003.flac	212240
2136\5147\2136-5147-0004.flac	103200
2136\5147\2136-5147-0005.flac	252000
2136\5147\2136-5147-0006.flac	228240
2136\5147\2136-5147-0007.flac	226080
2136\5147\2136-5147-0008.flac	239760
2136\5147\2136-5147-0009.flac	168960
2136\5147\2136-5147-0010.flac	231760
2136\5147\2136-5147-0011.flac	76800
2136\5147\2136-5147-0012.flac	29920
2136\5147\2136-5147-0013.flac	201440
2136\5147\2136-5147-0014.flac	158560
2136\5147\2136-5147-0015.flac	223200
2136\5147\2136-5147-0016.flac	264880
2136\5147\2136-5147-0017.flac	238320
2136\5147\2136-5147-0018.flac	210160
2136\5147\2136-5147-0019.flac	128400
2136\5147\2136-5147-0020.flac	112480
2136\5147\2136-5147-0021.flac	41440
2136\5147\2136-5147-0022.flac	42720
2136\5147\2136-5147-0023.flac	235440
2136\5147\2136-5147-0024.flac	139360
2136\5147\2136-5147-0025.flac	109440
2136\5147\2136-5147-0026.flac	126880
2136\5147\2136-5147-0027.flac	240560
2136\5147\2136-5147-0028.flac	236320
2136\5147\2136-5147-0029.flac	202720
2136\5147\2136-5147-0030.flac	217200
2136\5147\2136-5147-0031.flac	235120
2136\5147\2136-5147-0032.flac	209760
2136\5147\2136-5147-0033.flac	260480
2136\5147\2136-5147-0034.flac	247520
2136\5147\2136-5147-0035.flac	233280
2136\5147\2136-5147-0036.flac	252720
2136\5147\2136-5147-0037.flac	74400
2136\5147\2136-5147-0038.flac	267360
2136\5147\2136-5147-0039.flac	258320
2136\5147\2136-5147-0040.flac	215920
226\122538\226-122538-0000.flac	244400
226\122538\226-122538-0001.flac	242000
226\122538\226-122538-0002.flac	259120
226\122538\226-122538-0003.flac	171520
226\122538\226-122538-0004.flac	252640
226\122538\226-122538-0005.flac	258079
226\122538\226-122538-0006.flac	220160
226\122538\226-122538-0007.flac	221840
226\122538\226-122538-0008.flac	220400
226\122538\226-122538-0009.flac	241920
226\122538\226-122538-0010.flac	276400
226\122538\226-122538-0011.flac	221200
226\122538\226-122538-0012.flac	232720
226\122538\226-122538-0013.flac	240240
226\122538\226-122538-0014.flac	269600
226\122538\226-122538-0015.flac	235680
226\122538\226-122538-0016.flac	223440
226\122538\226-122538-0017.flac	242560
226\122538\226-122538-0018.flac	232320
226\122538\226-122538-0019.flac	242640
226\122538\226-122538-0020.flac	215200
226\122538\226-122538-0021.flac	204480
226\122538\226-122538-0022.flac	215440
226\122538\226-122538-0023.flac	171520
226\122538\226-122538-0024.flac	263280
226\122538\226-122538-0025.flac	255360
226\122538\226-122538-0026.flac	250080
226\122538\226-122538-0027.flac	241280
226\122538\226-122538-0028.flac	251040
226\122538\226-122538-0029.flac	252880
226\122538\226-122538-0030.flac	205440
226\122538\226-122538-0031.flac	244640
226\122538\226-122538-0032.flac	226640
226\122538\226-122538-0033.flac	200560
226\122538\226-122538-0034.flac	173280
2416\152139\2416-152139-0000.flac	222560
2416\152139\2416-152139-0001.flac	222160
2416\152139\2416-152139-0002.flac	234560
2416\152139\2416-152139-0003.flac	232880
2416\152139\2416-152139-0004.flac	248160
2416\152139\2416-152139-0005.flac	243280
2416\152139\2416-152139-0006.flac	244640
2416\152139\2416-152139-0007.flac	232320
2416\152139\2416-152139-0008.flac	238400
2416\152139\2416-152139-0009.flac	201280
2416\152139\2416-152139-0010.flac	151440
2416\152139\2416-152139-0011.flac	218000
2416\152139\2416-152139-0012.flac	255520
2416\152139\2416-152139-0013.flac	209040
2416\152139\2416-152139-0014.flac	251360
2416\152139\2416-152139-0015.flac	144880
2416\152139\2416-152139-0016.flac	247040
2416\152139\2416-152139-0017.flac	248400
2416\152139\2416-152139-0018.flac	178960
2416\152139\2416-152139-0019.flac	178560
2416\152139\2416-152139-0020.flac	233440
2416\152139\2416-152139-0021.flac	170320
2416\152139\2416-152139-0022.flac	51040
2416\152139\2416-152139-0023.flac	83680
2416\152139\2416-152139-0024.flac	222560
2416\152139\2416-152139-0025.flac	186960
2416\152139\2416-152139-0026.flac	202880
2416\152139\2416-152139-0027.flac	210640
2416\152139\2416-152139-0028.flac	242240
2416\152139\2416-152139-0029.flac	252480
2416\152139\2416-152139-0030.flac	253440
2416\152139\2416-152139-0031.flac	243120
2416\152139\2416-152139-0032.flac	237840
2416\152139\2416-152139-0033.flac	167360
2416\152139\2416-152139-0034.flac	228720
2416\152139\2416-152139-0035.flac	223680
2416\152139\2416-152139-0036.flac	221760
2416\152139\2416-152139-0037.flac	252800
2416\152139\2416-152139-0038.flac	245760
2416\152139\2416-152139-0039.flac	235120
2416\152139\2416-152139-0040.flac	184800
2416\152139\2416-152139-0041.flac	266080
2416\152139\2416-152139-0042.flac	230000
2416\152139\2416-152139-0043.flac	243840
2416\152139\2416-152139-0044.flac	239360
2416\152139\2416-152139-0045.flac	196240
2416\152139\2416-152139-0046.flac	108880
2416\152139\2416-152139-0047.flac	33760
2416\152139\2416-152139-0048.flac	221600
2416\152139\2416-152139-0049.flac	247760
2416\152139\2416-152139-0050.flac	232960
2416\152139\2416-152139-0051.flac	252480
2416\152139\2416-152139-0052.flac	228320
2416\152139\2416-152139-0053.flac	262800
2416\152139\2416-152139-0054.flac	248160
2416\152139\2416-152139-0055.flac	232880
2416\152139\2416-152139-0056.flac	211440
2416\152139\2416-152139-0057.flac	223760
2416\152139\2416-152139-0058.flac	212160
2416\152139\2416-152139-0059.flac	210480
2416\152139\2416-152139-0060.flac	200400
2416\152139\2416-152139-0061.flac	253520
2416\152139\2416-152139-0062.flac	236560
2416\152139\2416-152139-0063.flac	221760
2416\152139\2416-152139-0064.flac	245200
2416\152139\2416-152139-0065.flac	244880
2416\152139\2416-152139-0066.flac	251520
2416\152139\2416-152139-0067.flac	231280
2416\152139\2416-152139-0068.flac	229600
2416\152139\2416-152139-0069.flac	223200
2416\152139\2416-152139-0070.flac	258080
2416\152139\2416-152139-0071.flac	228080
2416\152139\2416-152139-0072.flac	210080
32\21631\32-21631-0000.flac	260000
32\21631\32-21631-0001.flac	229920
32\21631\32-21631-0002.flac	209360
32\21631\32-21631-0003.flac	213760
32\21631\32-21631-0004.flac	202640
32\21631\32-21631-0005.flac	245200
32\21631\32-21631-0006.flac	255200
32\21631\32-21631-0007.flac	237360
32\21631\32-21631-0008.flac	189600
32\21631\32-21631-0009.flac	240400
32\21631\32-21631-0010.flac	250800
32\21631\32-21631-0011.flac	223920
32\21631\32-21631-0012.flac	228480
32\21631\32-21631-0013.flac	212480
32\21631\32-21631-0014.flac	225520
32\21631\32-21631-0015.flac	227040
32\21631\32-21631-0016.flac	121280
32\21631\32-21631-0017.flac	232160
32\21631\32-21631-0018.flac	239840
32\21631\32-21631-0019.flac	120480
3242\8112\3242-8112-0000.flac	170480
3242\8112\3242-8112-0001.flac	246720
3242\8112\3242-8112-0002.flac	244880
3242\8112\3242-8112-0003.flac	222080
3242\8112\3242-8112-0004.flac	208800
3242\8112\3242-8112-0005.flac	245280
3242\8112\3242-8112-0006.flac	227440
3242\8112\3242-8112-0007.flac	243840
3242\8112\3242-8112-0008.flac	246480
3242\8112\3242-8112-0009.flac	51680
3242\8112\3242-8112-0010.flac	241200
3242\8112\3242-8112-0011.flac	200160
3242\8112\3242-8112-0012.flac	224960
3242\8112\3242-8112-0013.flac	171840
3242\8112\3242-8112-0014.flac	253840
3242\8112\3242-8112-0015.flac	178000
3242\8112\3242-8112-0016.flac	214240
3242\8112\3242-8112-0017.flac	252640
3242\8112\3242-8112-0018.flac	101360
3242\8112\3242-8112-0019.flac	202160
3242\8112\3242-8112-0020.flac	214800
3242\8112\3242-8112-0021.flac	220560
3242\8112\3242-8112-0022.flac	241920
3242\8112\3242-8112-0023.flac	70240
3242\8112\3242-8112-0024.flac	49040
3242\8112\3242-8112-0025.flac	176320
3242\8112\3242-8112-0026.flac	232640
3242\8112\3242-8112-0027.flac	64640
3242\8112\3242-8112-0028.flac	245760
3242\8112\3242-8112-0029.flac	225600
3242\8112\3242-8112-0030.flac	86640
3242\8112\3242-8112-0031.flac	92000
3242\8112\3242-8112-0032.flac	78480
3242\8112\3242-8112-0033.flac	70240
3242\8112\3242-8112-0034.flac	241120
3242\8112\3242-8112-0035.flac	254720
3242\8112\3242-8112-0036.flac	248480
3242\8112\3242-8112-0037.flac	199520
3242\8112\3242-8112-0038.flac	59920
3242\8112\3242-8112-0039.flac	226320
3242\8112\3242-8112-0040.flac	234000
3242\8112\3242-8112-0041.flac	247120
3242\8112\3242-8112-0042.flac	250080
3242\8112\3242-8112-0043.flac	215600
3242\8112\3242-8112-0044.flac	58000
332\128985\332-128985-0000.flac	246080
332\128985\332-128985-0001.flac	217360
332\128985\332-128985-0002.flac	239200
332\128985\332-128985-0003.flac	130560
332\128985\332-128985-0004.flac	225840
332\128985\332-128985-0005.flac	224320
332\128985\332-128985-0006.flac	229280
332\128985\332-128985-0007.flac	220080
332\128985\332-128985-0008.flac	254160
332\128985\332-128985-0009.flac	66320
332\128985\332-128985-0010.flac	238320
332\128985\332-128985-0011.flac	212400
332\128985\332-128985-0012.flac	256640
332\128985\332-128985-0013.flac	225680
332\128985\332-128985-0014.flac	209919
332\128985\332-128985-0015.flac	197440
332\128985\332-128985-0016.flac	244800
332\128985\332-128985-0017.flac	228480
332\128985\332-128985-0018.flac	213840
332\128985\332-128985-0019.flac	235600
332\128985\332-128985-0020.flac	201520
